time,temperature_2m,relative_humidity_2m,wind_speed_10m,wind_direction_10m,precipitation,surface_pressure,visibility,dew_point_2m,temperature_80m,cloud_cover,pm10,pm2_5,carbon_dioxide,ammonia,nitrogen_dioxide,sulphur_dioxide,carbon_monoxide,hour,Traffic_Density_Proxy
2026-03-08 06:00:00,-1.3,75,2.2,90,0.0,925.0,34460.0,-5.1,-1.0,0,14.9,12.5,472,3.4,20.1,18.1,224.0,6,0
2026-03-08 07:00:00,1.3,57,2.3,18,0.0,925.3,40040.0,-6.3,-0.2,0,13.9,10.7,467,2.5,12.6,13.0,195.0,7,2
2026-03-08 08:00:00,3.4,48,1.6,333,0.0,925.4,41140.0,-6.6,1.4,0,13.1,8.4,460,1.5,10.3,9.9,197.0,8,2
2026-03-08 09:00:00,4.7,42,1.8,281,0.0,924.7,41840.0,-7.2,2.3,3,12.3,8.1,455,1.1,10.8,10.0,189.0,9,2
2026-03-08 10:00:00,6.0,37,2.8,310,0.0,924.4,42960.0,-7.6,3.4,0,12.7,8.2,454,1.1,12.0,9.9,188.0,10,1
2026-03-08 11:00:00,7.0,34,2.8,320,0.0,923.5,43860.0,-7.8,4.4,0,12.1,8.3,454,1.1,11.4,9.1,185.0,11,1
2026-03-08 12:00:00,7.9,32,1.8,11,0.0,923.3,44840.0,-7.8,5.4,0,11.7,8.1,455,1.1,11.5,8.2,181.0,12,1
2026-03-08 13:00:00,8.4,27,4.2,31,0.0,922.9,47940.0,-9.5,6.3,0,11.5,8.4,453,1.4,11.1,7.5,189.0,13,1
2026-03-08 14:00:00,8.5,29,5.9,47,0.0,922.9,47460.0,-8.6,6.7,2,10.9,8.7,452,1.7,11.2,6.6,200.0,14,1
2026-03-08 15:00:00,8.3,34,7.0,55,0.0,922.8,45200.0,-6.7,7.1,5,23.8,17.3,454,1.8,19.7,6.2,261.0,15,1
2026-03-08 16:00:00,7.3,35,6.3,77,0.0,922.5,45320.0,-7.2,6.9,2,33.7,24.2,465,2.8,23.8,10.5,309.0,16,1
2026-03-08 17:00:00,5.6,39,6.9,96,0.0,923.1,43960.0,-7.3,5.7,1,45.0,33.3,480,3.1,33.8,14.1,351.0,17,2
2026-03-08 18:00:00,4.5,40,3.6,96,0.0,924.1,43860.0,-8.0,5.3,10,47.5,35.2,490,3.6,35.1,17.4,369.0,18,2
2026-03-08 19:00:00,3.0,50,4.3,85,0.0,924.6,41800.0,-6.4,4.7,10,42.2,33.9,490,3.5,37.9,22.1,384.0,19,2
2026-03-08 20:00:00,1.9,58,4.8,77,0.0,924.7,40720.0,-5.5,3.9,14,37.9,28.5,485,3.7,31.7,15.2,356.0,20,0
2026-03-08 21:00:00,0.7,64,3.6,90,0.0,924.8,39700.0,-5.4,2.9,1,29.5,22.0,480,3.8,27.7,11.9,313.0,21,0
2026-03-08 22:00:00,0.1,69,3.6,84,0.0,924.8,38120.0,-4.9,2.4,0,22.3,17.3,475,3.7,26.6,9.9,281.0,22,0
2026-03-08 23:00:00,-0.4,73,4.0,85,0.0,925.1,36840.0,-4.7,1.9,0,18.7,13.8,470,3.6,23.2,9.7,253.0,23,0
2026-03-09 00:00:00,-0.3,66,4.9,73,0.0,924.7,39200.0,-5.9,1.2,0,16.4,12.7,466,3.7,22.2,9.6,239.0,0,0
2026-03-09 01:00:00,-0.7,67,4.8,77,0.0,924.9,38880.0,-6.1,0.8,0,16.2,11.9,463,3.6,21.6,12.1,231.0,1,0
2026-03-09 02:00:00,-1.0,68,4.1,75,0.0,924.7,38700.0,-6.2,0.2,0,14.8,11.4,461,3.7,19.5,11.9,221.0,2,0
2026-03-09 03:00:00,-1.6,71,4.6,72,0.0,925.6,37860.0,-6.1,-0.5,0,15.6,11.9,460,3.7,20.5,13.2,235.0,3,0
2026-03-09 04:00:00,-2.0,74,4.1,75,0.0,926.0,36520.0,-6.0,-0.7,0,15.9,12.9,461,3.8,22.6,12.9,247.0,4,0
2026-03-09 05:00:00,-2.1,74,4.0,80,0.0,926.8,35920.0,-6.1,-1.0,0,14.8,11.1,463,3.8,29.8,22.2,253.0,5,0
2026-03-09 06:00:00,-0.5,66,3.6,45,0.0,927.5,38700.0,-6.1,-1.0,0,14.1,10.8,463,2.4,24.8,22.6,222.0,6,0
2026-03-09 07:00:00,1.5,54,7.2,37,0.0,928.0,40480.0,-6.8,-0.1,0,12.5,8.5,459,1.5,14.9,13.4,189.0,7,2
2026-03-09 08:00:00,3.4,46,9.2,42,0.0,928.0,41400.0,-7.1,1.4,0,10.2,6.4,454,1.0,8.7,7.8,165.0,8,2
2026-03-09 09:00:00,5.7,40,8.7,60,0.0,927.8,42260.0,-6.8,3.3,0,8.8,5.7,450,0.9,6.3,5.4,157.0,9,2
2026-03-09 10:00:00,7.7,32,11.4,62,0.0,927.0,45100.0,-8.0,5.1,0,6.2,4.8,448,0.8,4.2,3.9,152.0,10,1
